Да, и?	Sí, ¿y?	да	0	0
Чекаа надвор.	Ellos esperaron fuera.	чекаа	0	0
Том е ранлив.	Tom es vulnerable.	ранлив	0	0
Те молам, измиј ми го грбот.	Por favor, lávame la espalda.	измиј	0	0
Уживаш ли во губењето?	¿Te gusta perder?	губењето	0	0
Доброто што го правиш денес, ќе биде утре заборавено, сепак, прави добро.	El bien que hagas hoy será olvidado mañana. Haz el bien de todos modos.	заборавено	0	0
Одговарај!	¡Contesta!	одговарај	0	0
Мојата тиква беше најдобра.	Mi calabaza fue la mejor.	тиква	0	0
Сакаш ли куглање?	¿Te gusta el boliche?	куглање	0	0
Том го спушти пенкалото.	Tom bajó la pluma.	пенкалото	0	0
Алчноста е коренот на сето зло.	La avaricia es la raíz de todo el mal.	алчноста	0	0
Интернетот е многу бавен.	El Internet está muy lento.	интернетот	0	0
Веќе не ни помислувам на пари.	Ya ni pienso en dinero.	помислувам	0	0
Не се стига таму со воз.	No se llega allí en tren.	стига	0	0
Христијани се.	Son cristianos.	христијани	0	0
Том мрази моркови.	Tom odia las zanahorias.	моркови	0	0
Погледнете сега како луѓето не обвинуваат нас боговите за сето она што е продукт на нивното сопствено лудило.	Vean ahora como los hombres nos echan la culpa a nosotros los dioses por todo lo que ha sido producto de su propia locura.	продукт	0	0
Тој е таксист.	Él es taxista.	таксист	0	0
Ми се смачи од карање.	Estoy harto de discutir.	карање	0	0
Желките немаат заби.	Las tortugas no tienen dientes.	желките	0	0
Ми се заглави патентот.	Se me atoró el cierre.	патентот	0	0
Како одлучивте?	¿Cómo decidieron?	одлучивте	0	0
Сакам торти.	Me gustan las tartas.	торти	0	0
Човекот е грешен.	El hombre es pecador.	грешен	0	0
Има многу земјотреси во Јапан.	Hay muchos terremotos en Japón.	земјотреси	0	0
Последниот човек комушто му ја кажав својата идеја мислеше дека сум чукнат.	La última persona a la que le conté mi idea pensó que yo estaba loco.	чукнат	0	0
Не си Јапонец.	No eres japonés.	јапонец	0	0
Алчноста е коренот на сето зло.	La avaricia es la raíz de todo el mal.	коренот	0	0
Том е рабин.	Tom es un rabino.	рабин	0	0
Признав.	Confesé.	признав	0	0
Врсници се.	Son coetáneos.	врсници	0	0
Многу е популарно.	Es muy popular.	популарно	0	0
Имаш ли Facebook?	¿Tienes Facebook?	facebook	0	0
Том не е побожен.	Tom no es piadoso.	побожен	0	0
Извика од болка.	Él gritó de dolor.	извика	0	0
Има многу земјотреси во Јапан.	Hay muchos terremotos en Japón.	јапан	0	0
Необјасниво е.	Es inexplicable.	необјасниво	0	0
Не си Јапонка.	No eres japonesa.	јапонка	0	0
Ќе се погрижиш ли да бидат добро нахранети?	¿Te encargarías de que estén bien alimentados?	нахранети	0	0
Ве молам говорете погласно!	¡Habla más fuerte, por favor!	говорете	0	0
Сакам корејска храна.	Me gusta la comida coreana.	корејска	0	0
Како ти е надимакот?	¿Cuál es tu apodo?	надимакот	0	0
Премногу испивте.	Tomaron demasiado.	испивте	0	0
