Não se esqueçam de que temos de fazer a nossa lição de casa.	Don't forget we have to do our homework.	que	0	0
O senso de humor é ligado às características nacionais de um jeito misterioso.	The sense of humor is mysteriously bound up with national characteristics.	nacionais	0	0
O gato de Tom trouxe-lhe de presente um pássaro morto.	Tom's cat brought him a dead bird as a present.	trouxe-lhe	0	0
Ele aprecia a cultura japonesa.	He appreciates Japanese culture.	aprecia	0	0
Fizemos uma melhora drástica.	We've made a drastic improvement.	melhora	0	0
Quando finalmente reparei que o jornal tinha caído à água, ele já se tinha transformado numa pasta mole.	By the time I noticed that the newspaper had fallen into the water, it had turned into a mushy pulp.	transformado	0	0
No ano passado, o Trump foi criticado por declarar uma emergência nacional a fim de desviar fundos militares para financiar a construção de um muro ao longo da fronteira entre os EUA e o México.	Last year, Trump was criticized for declaring a national emergency in order to divert military funds to finance construction of a wall along the U.S.-Mexico border.	financiar	0	0
Elas comeram sanduíches no almoço.	They ate sandwiches for lunch.	sanduíches	0	0
Me pergunto se Tom e Mary ainda estão solteiros.	I wonder if Tom and Mary are still single.	solteiros	0	0
Em 2014, Sheppard e o seu colega Chad Trujillo, da Universidade do Norte do Arizona, foram os primeiros cientistas a teorizar sobre a existência de um planeta gigante no sistema solar externo a que agora se está a chamar Planeta 9.	Back in 2014 Sheppard and his colleague Chad Trujillo at Northern Arizona University were the first scientists to theorize about the existence of a giant planet in the outer solar system that is now being called Planet 9.	sheppard	0	0
Este escritor parece pensar que esta é uma proposição autoevidente, que não precisa de prova; pois embora a tenha usado em argumentos várias vezes, ele deixou-a sem qualquer sustentação, exceto a sua afirmação nua e crua.	This writer seems to think this a self-evident proposition, which needs no proof; for although he has used it in argument a number of times, he has left it unsustained by any thing but his naked assertion.	deixou-a	0	0
Uma empresa francesa de tecnologia criou um pequeno dispositivo de localização para combater a caça furtiva. O localizador é mais pequeno, leve e barato do que os métodos anteriores, como as coleiras de rádio. Os seus criadores afirmam que a tecnologia também permite que os habitantes de aldeias remotas partilhem informações pela Internet, independentemente das barreiras de idioma ou de literacia.	A French technology company has created a tiny tracking device to combat poaching. The tracker is smaller, lighter and cheaper than previous methods, such as radio collars. The creators say the technology can also allow those in remote villages to share information on the internet regardless of language or literacy barriers.	aldeias	0	0
Gostaria de alguns charutos.	I'd like to have some cigars.	charutos	0	0
Eu gosto de ver vídeos em Esperanto no YouTube.	I like to watch videos in Esperanto on YouTube.	youtube	0	0
A vírgula de Oxford é estranha, desnecessária, e não pode ser usada em linguagens que não sejam o inglês.	The Oxford comma is awkward, unnecessary, and cannot be carried over to languages other than English.	oxford	0	0
Também na terça-feira, a Administração de Alimentos e Medicamentos dos Estados Unidos recomendou que as pessoas que tivessem tido uma potencial exposição ao zica adiassem a doação de sangue por pelo menos quatro semanas. Estas pessoas incluem as que apresentem sintomas de zica, as que tenham viajado para uma zona afetada pelo zica e as que tenham tido relações sexuais com alguém que tenha vivido ou viajado para um desses países nos últimos três meses.	Also Tuesday, the U.S. Food and Drug Administration recommended people who have had potential exposure to Zika put off donating blood for at least four weeks. They include people who show any symptoms of Zika, anyone who has traveled to a Zika-stricken area, and those who have had sex with someone who lived in or traveled to one of those countries in the last three months.	doação	0	0
A Maria é bailarina.	Mary is a ballerina.	bailarina	0	0
Eu gosto do seu estilo; ela é agressiva e sabe o que quer.	I like her style; she's aggressive and knows what she wants.	agressiva	0	0
"Não há nenhuma boa razão para que esta terapia não possa funcionar noutros cancros", disse Bell, acrescentando que o cancro constitui o "substrato perfeito" para os vírus, porque são metabolicamente ativos, crescem rapidamente e "não sabem desligar-se".	“There’s no real reason why the therapy can’t work on other cancers,” said Bell, adding that cancer provides the “perfect substrate” for viruses because they’re metabolically active, fast growing and, “don’t know how to turn off.”	noutros	0	0
As bolsas da Gucci, Louis Vuitton e Chanel têm etiquetas de preço de 200 dólares ou mais, mas a maioria é usada, pelo que o preço de venda a retalho é inferior ao preço de venda original.	The Gucci, Louis Vuitton and Chanel handbags sport price tags of $200 and more, but most are pre-owned, so retail less than original sale prices.	bolsas	0	0
Isso é muito vago.	That's very vague.	vago	0	0
Você deve copiar esta frase cem vezes.	You must copy this sentence one hundred times.	copiar	0	0
Em inglês, devemos usar os pronomes "a" ou "an" diante de substantivos no singular, como "house", "dog", "radio", "computer" etc.	In English, we should use the pronouns "a" or "an" before singular nouns like "house", "dog", "radio", "computer", etc.	dog	0	0
Mantenha-se focado.	Stay focused.	mantenha-se	0	0
Acende a vela.	Light the candle.	acende	0	0
Então a irmã do menino aproximou-se e sugeriu à filha do faraó: Queres que eu vá chamar uma ama de leite entre as mulheres hebreias para criar esta criança?	And the child's sister said to her: Shall I go, and call to thee a Hebrew woman, to nurse the babe?	faraó	0	0
Vocês não concordam?	Don't you all agree?	concordam	0	0
O sítio também tem vídeos e artigos sobre temas da atualidade e sobre dezenas de categorias clicáveis, desde automóveis, computadores e ciência até alimentação e dinheiro.	The site also has videos and text articles on topics in the news and on dozens of clickable categories, from autos, computers and science to food and money.	automóveis	0	0
Nós encontrámos alguém que talvez possa ajudar. Anthony Prozzi é um designer sénior da Ford no Míchigan. Ele está na empresa há doze anos. Mas ele começou a sua carreira no design de vestuário. Antes de partir para ir estudar design automóvel, ele trabalhava no departamento de vestuário masculino de Donna Karan, em Nova Iorque.	We found someone who might be able to help. Anthony Prozzi is a senior designer at Ford in Michigan. He has been with the company for twelve years. But, he started his career in clothing design. Before he left to study car design, he worked for the menswear department of Donna Karan in New York.	sénior	0	0
Tom estava vestindo um capuz.	Tom was wearing a hood.	capuz	0	0
Deite-se do lado direito.	Lie on your right side.	deite-se	0	0
O dinheiro será utilizado para comprar equipamento para patrulhas e construir embarcações de pesca em alto mar para a Guarda Costeira do Vietname, a Força de Vigilância dos Recursos Pesqueiros do Vietname e os pescadores. Isto inclui a construção de 3.000 barcos de pesca em aço, disse Tran Cao Muu, secretário-geral da Associação das Pescas do Vietname. A frota atual de cerca de 100.000 barcos é feita de madeira.	The money will be used to buy equipment for patrols and build offshore fishing vessels for the Vietnam Coast Guard, the Vietnam Fisheries Resources Surveillance Force and fishermen. This includes construction of 3,000 steel-clad fishing boats, Tran Cao Muu, General Secretary of the Vietnam Fisheries Association said. The current fleet of around 100,000 boats are made of wood.	patrulhas	0	0
Havia três territórios de 9 pontos: um, no centro do tabuleiro, cercado por 12 pedras brancas; outro, no lado direito, cercado por 9 pedras pretas; e outro, no canto superior esquerdo, cercado por 6 pedras pretas.	There were three 9-point territories: one, in the center of the board, surrounded by 12 white stones; another, on the right side, surrounded by 9 black stones; and another, in the upper left corner, surrounded by 6 black stones.	pretas	0	0
Ele disse que o veículo utilizado pelos seus raptores se avariou enquanto eles tentavam transportá-lo de um local a outro.	He said the vehicle used by his abductors broke down as they tried to move him from one location to another.	raptores	0	0
O chili queimou minha língua.	The chili burnt my tongue.	chili	0	0
Quando o ônibus deu uma guinada para não pegar um gato, o motorista disse, "Faltou pouco."	When the bus swerved to miss a cat, the driver said, "That was close."	faltou	0	0
A minha unha amarelou depois de apanhar um fungo.	My nail got attacked by a fungus and turned yellow.	unha	0	0
Ele esqueceu parte de seu discurso e teve que improvisar por um tempo.	He forgot part of his speech and had to ad-lib for a while.	improvisar	0	0
Há mais coisas no Céu e na Terra, Horácio, do que sonha a tua filosofia.	There are more things in Heaven and Earth, Horatio, than are dreamt of in your philosophy.	sonha	0	0
Tom disse que estava aliviado por Mary não ter feito aquilo.	Tom said that he was very glad that Mary didn't do that.	aliviado	0	0
Em muitos dos locais que ele visitou havia ginásios da Y. M. C. A., e lá Joe pagava uma pequena taxa pelo privilégio de usar o trapézio ou as barras.	In many of the places he visited there were Y. M. C. A. gymnasiums, and there Joe paid a small fee for the privilege of using the trapeze or the bars.	pagava	0	0
As qualidades espirituais que constituem a mente e a personalidade de Tolstoi são as qualidades espirituais que constituem a nova era entre os homens que está a ser disputada de forma tão dolorosa e tão intransigente neste momento no solo da Rússia.	The spiritual qualities which make up the mind and personality of Tolstoi are the spiritual qualities which make up the new era among men which is being waged so painfully and so uncompromisingly at the present moment on the soil of Russia.	dolorosa	0	0
Quantos mercenários teria necessário a fim de ganhar a guerra no Iraque?	How many mercenaries would it have been necessary to use in order to win the war in Iraq?	mercenários	0	0
Até os enxadristas mais talentosos têm de estudar com extrema dedicação e fazer pesados sacrifícios para se tornar Grandes Mestres ou conquistar títulos internacionais. Bem poucos têm a glória de ser campeões mundiais.	Even the most talented chess players have to study with extreme dedication and make heavy sacrifices to become Grand Masters or to win international titles. Very few have the glory of being world champions.	dedicação	0	0
As notícias também podem servir como uma forma de nos conectar como seres humanos. Isto pode incluir histórias sobre tragédias ou eventos animadores que nos afetam emocionalmente. Tais histórias podem levar as pessoas a aderir a uma causa ou a doar dinheiro para ajudar os necessitados.	News can also serve as a way to connect us as human beings. This could include stories about tragedies or uplifting events that affect us emotionally. Such stories can lead people to join a cause or donate money to help those in need.	doar	0	0
"Posso juntar-me a vocês?" "Por que não?"	"May I join you?" "Why not?"	juntar-me	0	0
É só o adepto que já superou os primeiros passos como observador, e que está familiarizado com muitos dos termos técnicos, que pode beneficiar de um manual breve e conciso.	It is only the adept who has already overcome the first steps as an observer, and is familiar with many of the technical terms, who can profit by a brief and concise manual.	observador	0	0
Como o Second Life pode oferecer às pessoas tantas amizades e momentos de aprendizagem, Alice Krueger diz que mais de 70 grupos de língua inglesa ajudam pessoas com deficiências ou problemas de saúde através do Second Life e há muitos grupos de apoio noutras línguas.	Because Second Life can offer people so many friendships and teachable moments, Alice Krueger says that more than 70 English speaking groups assist people with disabilities or health issues through Second Life, and there are many support groups in other languages.	life	0	0
Oi, eu sou Lucifer. Eu mando nas coisas por aqui.	Hello, I'm Lucifer. I run things around here.	lucifer	0	0
Foi um sonho, mas não deveria eu preocupar-me com um sonho?	It was a dream and shouldn't I bother about a dream?	preocupar-me	0	0
O analista financeiro David Thwaites, do BNP Paribas, em Londres, diz que o desemprego só baixará do nível dos quatro milhões em meados deste ano, o que é desconfortavelmente próximo da data das eleições.	Financial analyst David Thwaites, of BNP Paribas in London, says unemployment will not drop from the four million mark until the middle of this year, and that is uncomfortably close to the election date.	analista	0	0
Nunca é demais repetir que nunca devemos condenar um povo inteiro por aquilo que algumas pessoas fazem.	It cannot be too often repeated that we must never condemn a whole people for what some of the people do.	condenar	0	0
Estes dados são para a minha tese.	This data is for my thesis.	tese	0	0
Reze sem cessar.	Pray without ceasing.	cessar	0	0
Deixe mais espaços entre as linhas.	Leave more space between the lines.	espaços	0	0
Nos tempos que correm, não há assim tantas vantagens em ser "realeza" como há cerca de um século atrás.	In this day and age, there aren't nearly as many advantages to being "royalty" as there were a century or so ago.	realeza	0	0
Você é sortuda.	You're lucky.	sortuda	0	0
No cimo de uma colina com vista para um vasto campo verdejante e inúmeras colinas ondulantes, Suleyman Aronge, de 28 anos, balança de um lado para o outro batendo num tambor tradicional do Burúndi. Ele e cerca de 20 outras pessoas vestem túnicas vermelhas, verdes e brancas — as cores da bandeira do Burúndi.	Up on a hilltop overlooking vast green countryside and countless rolling hills, 28-year-old Suleyman Aronge sways from side to side beating a traditional Burundian drum. He and about 20 others are wearing tunics colored red, green and white — the colors of Burundi's flag.	tambor	0	0
É muito útil possuir um carro.	It's very useful to have a car.	possuir	0	0
O livro conta a história de um dragão que não pode cuspir fogo.	The book tells the story of a dragon that can't breathe fire.	cuspir	0	0
Coloquem suas armas no chão!	Put your weapons on the ground!	coloquem	0	0
Coloque o lixo na lixeira agora.	Put the trash in the trash now.	lixeira	0	0
Alberto bateu a porta na cara de Isabella.	Alberto slammed the door shut in Isabella's face.	isabella	0	0
Tom tornou-se um poeta extremamente famoso. No entanto, todos os seus poemas eram em Esperanto. Por décadas a fio, muitos tradutores se engalfinharam em disputa acirrada sobre a interpretação daqueles poemas.	Tom became an extremely famous poet. However, all his poems were in Esperanto. Over the decades, many translators fought to the death over the interpretations of his poems.	poemas	0	0
Tomara que Tom tenha se lembrado de fazer o que a gente pediu.	I hope Tom remembered to do what we asked him to do.	lembrado	0	0
Não atires foguetes antes da festa!	Don't celebrate too soon!	foguetes	0	0
O filme mostra como um homem submisso e marginalizado que sofre de perturbações mentais é impelido pela sociedade a entrar num ciclo vicioso, tornando-se num maníaco homicida.	The film shows how a meek, marginalized man who suffers from mental health disorders is driven by society into a downward spiral, turning into a homicidal maniac.	homicida	0	0
Famoso há décadas na sua Turquia natal, o romancista Orhan Pamuk foi galardoado com o Prémio Nobel da Literatura de 2006. Orhan Pamuk, de 54 anos, é o primeiro turco a ganhar o cobiçado prémio. Na sua obra, ele explora a complexa identidade do seu país através da sua cultura, das suas tradições, do seu rico passado e do seu presente.	Famous in his native Turkey for decades, novelist Orhan Pamuk has been awarded the 2006 Nobel Prize in Literature. Orhan Pamuk, 54, is the first Turk to win the coveted prize. In his writing, he explores the complex identity of his country through its culture, traditions, its rich past and its present.	tradições	0	0
Você tem ketchup em volta da boca.	You have ketchup around your mouth.	ketchup	0	0
Se houver alguma coisa que eu possa fazer por você, por favor me avise.	If there's anything I can do for you, please let me know.	avise	0	0
O jardim de rosas já não vê a faca do podador, as árvores crescendo e florescendo à sua própria doce vontade, numa desordem descuidada.	The rose-garden no longer sees the knife of the pruner, but the trees grow and flower at their own sweet will, in careless disorder.	desordem	0	0
Tom não parece confiável.	Tom seems to be untrustworthy.	confiável	0	0
Eu acho que isso é um exagero.	I think that's an exaggeration.	exagero	0	0
Habitantes locais que ajudam os carros a atravessar um riacho próximo, como Paulie Cap, dizem que os ribeiros rasos desta zona se transformam em torrentes quando chega a estação chuvosa, isolando cidades como Michika.	Locals who assist cars fording a nearby stream, like Paulie Cap, say the area’s shallow creeks will turn to torrents when the rainy season comes, cutting off towns like Michika.	cap	0	0
Tom não parece ser tão exigente quanto a Mary.	Tom doesn't seem to be as picky as Mary.	exigente	0	0
Você pode falar livremente.	You may speak freely.	livremente	0	0
Vitaminas de abacate são uma delícia.	Avocado smoothies are delicious.	vitaminas	0	0
Não se deve confundir solidão com isolamento. São duas coisas separadas.	We shouldn't confuse solitude with isolation. They are two separate things.	separadas	0	0
O sítio eletrónico dela oferece uma variedade de experiências, desde visitas guiadas com tudo incluído no valor de 3.000 $ até experiências personalizadas mais curtas que duram algumas horas e custam, em média, 77 $.	Her site offers a range of experiences, from $3,000 all-in tours, to shorter, a la carte experiences that last a few hours and cost, on average, $77.	curtas	0	0
Faz o que achares que é necessário.	Do what you consider necessary.	achares	0	0
Você deveria se envergonhar por me tratar dessa maneira.	You should be ashaimed for treating me that way.	envergonhar	0	0
A melancolia alimenta a loucura.	Melancholy is the nurse of frenzy.	alimenta	0	0
Não jogue aquilo fora.	Don't throw that out.	jogue	0	0
Eu esqueci de comprar analgésicos.	I forgot to buy pain killers.	analgésicos	0	0
Ele não gosta de esperar até o ultimo momento para fazer algo.	He doesn't like to wait until the last moment to do something.	ultimo	0	0
Fadil estava pronto para assentar com Layla.	Fadil was ready to settle down with Layla.	assentar	0	0
O ambiente de trabalho aqui permite-me fazer as minhas tarefas sem haver microgestão.	The working environment here allows me to get my work done without the micromanaging.	permite-me	0	0
É sua filha? Quem diria! Está tão crescida!	Is this your daughter? Who could've thought! She's so grown up!	crescida	0	0
Mas ela depressa se cansou dessa ocupação; tornou-se descuidada nos relatórios, impaciente e irritadiça quando repreendida pela sua negligência.	But she soon grew weary of that occupation; she became careless in her reports, impatient and tetchy when reprimanded for her negligence.	negligência	0	0
Tom e eu compramos as nossas passagens com três meses de antecedência.	Tom and I bought our plane tickets three months in advance.	passagens	0	0
O rei Frederick amava caçar, beber vinho, mulheres e festejos.	King Frederick loved hunting, wine, women and feasts.	frederick	0	0
Eu mencionei isso antes?	Did I mention that before?	mencionei	0	0
Cada vez a história do Tom ganhava mais detalhes.	Each time, Tom's story acquired more details.	ganhava	0	0
Todos os filmes são chatos.	All the films are boring.	chatos	0	0
Pode ser que chova. É melhor levarmos um guarda-chuva.	It might rain. We'd better take an umbrella.	levarmos	0	0
Não está claro o que a escritora está tentando dizer.	It is not clear what the writer is trying to say.	escritora	0	0
Fadil sabia que Layla tinha sido vítima de injustiça.	Fadil knew Layla had been wronged.	injustiça	0	0
A colher deve ser colocada do lado direito da faca.	Place the spoon to the right of the knife.	colocada	0	0
Avante!	Get a move on!	avante	0	0
Numa certa ocasião, eu encontrava-me no estúdio de Rodin quando foi feita referência a uma crítica severa de uma das suas esculturas nuas.	On a certain occasion I was in Rodin’s studio when reference was made to some harsh criticism of one of his nudes.	nuas	0	0
O estádio de mil milhões de dólares deverá ser inaugurado no próximo ano, por volta desta altura. A direção dos Yankees diz que o estádio continuará a honrar a história da equipa, mas oferecerá o que eles chamam uma experiência moderna aos adeptos.	The billion-dollar ballpark is to open next year at this time. Yankee officials say it will continue to honor team history but will provide what they call a modern fan experience.	yankees	0	0
Eu gostaria de discutir algumas das minhas sugestões.	I'd like to discuss some of my suggestions.	sugestões	0	0
Ele ficou aleijado depois da queda.	He was lame after the fall.	aleijado	0	0
Há também telecomandos para leitores de DVD, aparelhagens, rádios e produtos domésticos como portas de garagem, interruptores de luz e alarmes.	There are also remotes for DVD players, stereos, radios, and household products like garage doors, light switches, and alarms.	alarmes	0	0
Então o faraó chamou Moisés e Aarão e lhes disse: Ide oferecer sacrifícios ao vosso Deus aqui mesmo, no Egito.	And Pharaoh called for Moses and for Aaron, and said, Go ye, sacrifice to your God in the land.	ide	0	0
Bora lá!	Let's do it!	bora	0	0
Quero que te lembres disso.	I want you to remember this.	lembres	0	0
Por ocasião da primeira visita de Estado deste à China, o presidente sul-coreano Jae-in Moon veio com uma comitiva de mais de 300 homens de negócios, com uma atriz que é extremamente popular por aqui e com os EXO, uma banda de rapazes ídolos que cantam tanto em coreano como em chinês.	For his first state visit to China, South Korean President Moon Jae-in came with an entourage of more than 300 business people, an actress who is wildly popular here and heartthrob boy band EXO, which sings in both Korean and Chinese.	moon	0	0
Ele queria que o taxista virasse à esquerda.	He wanted the taxi driver to turn left.	taxista	0	0
Os godos também são redondos, o que indica que eles estão a ser alisados à medida que as ondas os arrastam para cima e para baixo na praia, fazendo rolar os godos uns contra os outros e removendo quaisquer arestas afiadas ou partidas.	The cobbles are also round, which tells us that they are being smoothed as waves carry them up and down the beach, rolling the cobbles against each other and knocking off any sharp or broken edges.	rolar	0	0
O presidente francês Emmanuel Macron depositou uma coroa de flores no Túmulo do Soldado Desconhecido em Paris para comemorar o Dia do Armistício, enquanto a vice-presidente norte-americana Kamala Harris, que estava de visita, observava a cerimónia no Arco do Triunfo.	French President Emmanuel Macron laid a wreath Thursday at the Tomb of the Unknown Soldier in Paris to commemorate Armistice Day, while visiting U.S. Vice President Kamala Harris observed the ceremony at the Arc de Triomphe.	triunfo	0	0
Ela é alérgica a flores.	She's allergic to flowers.	alérgica	0	0
Mas restaurar o Chesapeake também significa considerar a forma como construímos as nossas casas, edifícios de escritórios e fábricas. George Hawkins, diretor do Departamento Distrital do Ambiente em Washington, afirma que as comunidades da bacia hidrográfica estão a conceber novos edifícios que conservam energia e água e poluem menos. Estão também a modernizar edifícios mais antigos de acordo com normas ecológicas e a proteger as terras da urbanização. Hawkins afirma que as ações individuais podem fazer uma enorme diferença na restauração da baía.	But restoring the Chesapeake also means considering how we build our homes, office buildings and factories. George Hawkins, director of the District Department of the Environment in Washington, says communities in the watershed are designing new buildings that conserve energy and water and pollute less. They are also upgrading older buildings to green standards and protecting land from development. Hawkins says individual actions can make a huge difference in the bay's restoration.	hawkins	0	0
O Tom votou para Obama.	Tom voted for Obama.	obama	0	0
No mundo lá fora, galinhas esqueléticas cacarejam e raspam na terra; cães assam em agonia muda sob o sol feroz; colinas verdejantes precipitam-se silenciosamente no mar de safira espumante.	In the world outside, skeletal chickens cackle and scrabble in the dirt; dogs bake in mute agony under the vicious sun; green hills tumble silently into the foaming sapphire sea.	agonia	0	0
O Sr. Berg o está ajudando.	Mr. Berg is helping you.	ajudando	0	0
Tom é um gênio linguístico que fala dez línguas fluentemente, mas ele é muito ruim em matemática e não consegue nem resolver uma simples equação de primeiro grau.	Tom is a language genius who speaks 10 languages fluently, but he's really bad at maths and can't even solve a simple first-order equation.	equação	0	0
Ela voltou sã e salva.	She returned safe and sound.	sã	0	0
Michael Jackson e Prince mudaram a história da música Pop.	Michael Jackson and Prince changed the history of pop music.	prince	0	0
Necessitamos de respostas.	We need answers.	necessitamos	0	0
Sou muito ambicioso.	I'm very ambitious.	ambicioso	0	0
Este é o progresso que merecemos!	This is the progress that we deserve!	merecemos	0	0
Eu ouvi-o a descer as escadas.	I heard him go down the stairs.	ouvi-o	0	0
Finlandês e Húngaro são relacionados.	Finnish and Hungarian are related.	relacionados	0	0
É possível motivar as pessoas com "doces e o chicote"?	Can you motivate people with "candies and the whip"?	chicote	0	0
Em frente ao acampamento estavam os vaus do Boyne profundo e perigoso, protegidos por bancos acidentados, e defendidos por algumas barreiras; enquanto as cabanas e sebes estavam rodeadas de infantaria na retaguarda; e a alguma distância erguiam-se a igreja e a aldeia de Donore, sobre cujas alturas imponentes o rei James se encontrava pessoalmente estacionado.	In front of the camp were the fords of the Boyne deep and dangerous, protected by rugged banks, and defended by some breast-works; while the huts and hedges were lined with infantry on the rere; and at some distance arose the church and village of Donore, upon whose commanding heights King James in person was stationed.	retaguarda	0	0
Jude, embora ele já tivesse as suas dúvidas quanto aos remédios deste cavalheiro, sentia-o ser, inquestionavelmente, um personagem viajado e alguém que pudesse ser uma fonte fidedigna de informação sobre assuntos não estritamente profissionais.	Jude, though he already had his doubts about this gentleman's medicines, felt him to be unquestionably a travelled personage, and one who might be a trustworthy source of information on matters not strictly professional.	jude	0	0
Nós olhamos pela janela.	We all looked out the window.	olhamos	0	0
A aldeia, situada numa planície e rodeada por espetaculares montanhas cobertas de pinheiros, é um lugar de pobreza esmagadora e de falta de oportunidades, onde existe uma única pequena escola, estradas de terra que se tornam intransitáveis durante a estação das chuvas e casas rudimentares sem isolamento, pavimento adequado, água ou eletricidade.	The hamlet, set on a plain and surrounded by spectacular, pine-covered mountains, is a place of crushing poverty and lack of opportunity, home to a single small school, dirt roads that become impassible during the rainy season and rudimentary homes without insulation, proper flooring, water or electricity.	eletricidade	0	0
A avestruz é a maior ave, a estrelinha a mais pequena; a coruja é a mais desprezível; a poupa a mais suja (pois come estrume); a ave-do-paraíso é raríssima.	The Ostrich is the largest bird, the Wren the smallest; the Owl is the most despicable; the Hoopoe the most dirty (as it eats dung); the Bird of Paradise is most rare.	desprezível	0	0
Os meus amigos inalaram a fumaça acre dos fogos abaixo proveniente de pneus a arder e de edifícios em chamas e eles ouviram o estalar das balas de franco-atiradores e viram os manifestantes cambalear e cair quando eram atingidos faz hoje quase oito anos.	My friends breathed in the acrid fumes of the fires below from burning tires and from buildings aflame, and they heard the crack of sniper bullets and saw protesters stumble and fall when struck almost eight years ago to the day.	atingidos	0	0
Acredite que compreendo o seu desgosto.	Believe that I understand your distaste.	desgosto	0	0
Tom apagou as luzes e fechou a porta.	Tom turned off the lights and closed the door.	apagou	0	0
A fibrilação auricular ocorre quando os impulsos elétricos em duas das quatro cavidades do coração adquirem um ritmo irregular ou caótico.	Atrial fibrillation happens when electrical impulses in two of the four chambers of the heart go into an irregular or chaotic pattern.	impulsos	0	0
Mary tem o mesmo namorado desde os seus dezoito anos.	Mary has had the same boyfriend since she was eighteen.	dezoito	0	0
Não exageres, não comas de mais.	Don't get carried away and overeat.	comas	0	0
O furacão Katrina devastou Nova Orleans.	Hurricane Katrina devastated New Orleans.	orleans	0	0
Apelo rejeitado para homem de Middletown acusado de atirar na esposa.	Plea rejected for Middletown man charged with shooting wife.	rejeitado	0	0
Comprei uma poltrona, mas ainda não sei onde vou colocá-la.	I bought an armchair, but I don't know where I am going to put it on yet.	colocá-la	0	0
O Mosteiro de Santa Catarina é repositório para alguns dos ícones e manuscritos iluminados mais antigos do mundo.	Saint Catherine's Monastery is the repository of some of the world's oldest icons and illuminated manuscripts.	mosteiro	0	0
O líder do Al-Qaeda Osama Bin Laden foi morto pelas forças dos EUA no Paquistão.	Al-Qaeda leader Osama Bin Laden has been killed by US forces in Pakistan.	bin	0	0
Carol Wick e o marido são proprietários de um pedacinho do sonho americano: 12 hectares no sopé da Cordilheira das Cascatas, a sudeste de Seattle, em Washington. A uma curta caminhada da porta de casa, passando por alguns pastos e um celeiro dilapidado, encontra-se a floresta de abetos e cedros que cobre cerca de um terço da sua propriedade.	Carol Wick and her husband own a small slice of the American dream, 12 hectares at the edge of the Cascade foothills, southeast of Seattle, Washington. A short walk from her doorstop, past some pastures and a dilapidated barn, is the fir and cedar forest that covers about one-third of her property.	sudeste	0	0
Você gosta de San Fran?	Do you like San Fran?	fran	0	0
Ela disse que o restauro do hipogeu foi muito complexo, acrescentando que "cada pedra aqui é uma testemunha de tudo o que ocorreu abaixo da grande arena do Coliseu, desde a sua inauguração em 80 d.C. até ao seu espetáculo final em 523 d.C."	She said the restoration of the hypogeum was very complex adding that “each stone here is a witness of everything that occurred under the great arena of the Colosseum from its inauguration in AD 80 to its final performance in AD 523.”	inauguração	0	0
A conexão caiu.	The line went dead.	conexão	0	0
Nós ligamos.	We care.	ligamos	0	0
Este microprocessador à base de carbeto de silício é capaz de resistir à temperatura infernal bem como à pressão atmosférica esmagadora na superfície de Vénus, cerca de 90 vezes superior à da Terra.	The silicon carbide-based microprocessor is able to withstand the hellish temperature as well as the crushing atmospheric pressure on Venus' surface, about 90 times that of Earth.	infernal	0	0
OVNI significa objeto voador não identificado.	UFO stands for unidentified flying object.	voador	0	0
Você já visitou Quioto antes?	Have you ever visited Kyoto before?	visitou	0	0
Trabalho no consulado.	I work at the consulate.	consulado	0	0
A soma da ignorância dos candidatos republicanos nas eleições primárias à presidência americana é simplesmente espantosa: um está com medo que a China irá obter armas nucleares, o que eles já possuem há 44 anos, e o outro propôs fechar a Embaixada Americana no Irã, a qual já está fechada há 32 anos... Tamanha estupidez no comando do país mais poderoso do mundo me dá arrepios.	The sum of the ignorance of the Republican candidates in the primaries for the U.S. presidential election is simply mind-boggling: one is afraid that China will obtain nuclear weapons, which they have had for 44 years, and the other proposes to close the U.S. embassy in Iran, which has been closed for 32 years... Such stupidity at the head of the world's most powerful country gives one the shivers!	soma	0	0
Eu apontei para o tigre e disparei, mas eu o perdi.	I aimed at the tiger and fired, but missed him.	disparei	0	0
Vou mostrar-vos a cidade.	I'll show you the town.	mostrar-vos	0	0
Espero que não te importes que eu te dê alguns conselhos.	I hope you won't mind if I give you some advice.	importes	0	0
Na sua última missão ao espaço, o Descoberta transportou equipamento para a Estação Espacial. Apesar de lhe ter sido dada uma longa lista de tarefas a cumprir na sua caminhada no espaço, o astronauta do vaivém Alvin Drew diz que ficou deslumbrado com a vista.	On its last mission into space, Discovery ferried equipment to the Space Station. While given a long list of chores to complete on his spacewalk, shuttle astronaut Alvin Drew says he was stunned by the view.	alvin	0	0
Que história comovente!	What a touching story!	comovente	0	0
O dr. Rosen liderou uma equipa que estudou cerca de vinte pessoas saudáveis. A equipa examinou os participantes com aparelhos de ressonância magnética funcional. A ressonância magnética pode mostrar alterações no fluxo de sangue e na quantidade de oxigénio no sangue. Eles estudaram as pessoas antes, durante e depois da acupunctura. Os investigadores colocaram agulhas de acupunctura na pele das mãos dos participantes. Eles escolheram locais associados ao alívio da dor na acupunctura tradicional chinesa.	Doctor Rosen led a team that studied about twenty healthy people. The team examined the people with functional magnetic resonance imaging devices. MRI’s can show changes in the flow of blood and the amount of oxygen in the blood. They studied the people before, during and after acupuncture. The researchers placed acupuncture needles in the skin on the peoples’ hands. They chose places linked to pain relief in traditional Chinese acupuncture.	ressonância	0	0
